DATE,DEXUSDMXN
5/1/2018,18.8325
5/2/2018,19.073
5/3/2018,19.1125
5/4/2018,19.1965
5/7/2018,19.448
5/8/2018,19.611
5/9/2018,19.5165
5/10/2018,19.302
5/11/2018,19.365
5/14/2018,19.5085
5/15/2018,19.716
5/16/2018,19.73
5/17/2018,19.74
5/18/2018,19.932
5/21/2018,19.887
5/22/2018,19.714
5/23/2018,19.773
5/24/2018,19.7175
5/25/2018,19.544
5/28/2018,.
5/29/2018,19.736
5/30/2018,19.7
5/31/2018,20.0005
6/1/2018,19.8585
6/4/2018,19.986
6/5/2018,20.372
6/6/2018,20.269
6/7/2018,20.492
6/8/2018,20.4905
6/11/2018,20.526
6/12/2018,20.6127
6/13/2018,20.5919
6/14/2018,20.67
6/15/2018,20.645
6/18/2018,20.66
6/19/2018,20.508
6/20/2018,20.361
6/21/2018,20.391
6/22/2018,20.1025
6/25/2018,20.108
6/26/2018,19.8635
6/27/2018,20.056
6/28/2018,19.83
6/29/2018,19.6495
7/2/2018,20.169
7/3/2018,19.566
7/4/2018,.
7/5/2018,19.2455
7/6/2018,19.0655
7/9/2018,19.165
7/10/2018,19.0165
7/11/2018,18.9955
7/12/2018,18.7855
7/13/2018,18.8845
7/16/2018,18.8425
7/17/2018,18.8715
7/18/2018,18.886
7/19/2018,19.0555
7/20/2018,19.0975
7/23/2018,19.0705
7/24/2018,18.849
7/25/2018,18.799
7/26/2018,18.6375
7/27/2018,18.5595
7/30/2018,18.5375
7/31/2018,18.598
8/1/2018,18.6255
8/2/2018,18.627
8/3/2018,18.5725
8/6/2018,18.5215
8/7/2018,18.4585
8/8/2018,18.478
8/9/2018,18.6805
8/10/2018,18.938
8/13/2018,19.2655
8/14/2018,19.004
8/15/2018,19.2195
8/16/2018,19.0085
8/17/2018,19.0605
8/20/2018,19.0345
8/21/2018,18.868
8/22/2018,18.816
8/23/2018,18.863
8/24/2018,18.818
8/27/2018,18.6615
8/28/2018,18.9225
8/29/2018,19.0415
8/30/2018,19.1575
8/31/2018,19.2135
9/3/2018,.
9/4/2018,19.3505
9/5/2018,19.427
9/6/2018,19.361
9/7/2018,19.211
9/10/2018,19.294
9/11/2018,19.21
9/12/2018,19.0705
9/13/2018,18.88
9/14/2018,18.8695
9/17/2018,18.8455
9/18/2018,18.7372
9/19/2018,18.7545
9/20/2018,18.8665
9/21/2018,18.8375
9/24/2018,18.856
9/25/2018,18.982
9/26/2018,18.8955
9/27/2018,18.829
9/28/2018,18.705
10/1/2018,18.6625
10/2/2018,18.738
10/3/2018,18.834
10/4/2018,19.174
10/5/2018,19.014
10/8/2018,.
10/9/2018,19.0085
10/10/2018,19.0745
10/11/2018,19.0205
10/12/2018,18.9235
10/15/2018,18.8095
10/16/2018,18.774
10/17/2018,18.801
10/18/2018,19.159
10/19/2018,19.2285
10/22/2018,19.3675
10/23/2018,19.4075
10/24/2018,19.4575
10/25/2018,19.413
10/26/2018,19.439
10/29/2018,19.761
10/30/2018,19.9865
10/31/2018,20.255
11/1/2018,20.1325
11/2/2018,20.045
11/5/2018,19.978
11/6/2018,19.856
11/7/2018,19.8
11/8/2018,20.045
11/9/2018,20.3795
11/12/2018,.
11/13/2018,20.45
11/14/2018,20.3565
11/15/2018,20.3135
11/16/2018,20.177
11/19/2018,20.3795
11/20/2018,20.3625
11/21/2018,20.181
11/22/2018,.
11/23/2018,20.44
11/26/2018,20.542
11/27/2018,20.4755
11/28/2018,20.4305
11/29/2018,20.255
11/30/2018,20.2975
12/3/2018,20.2365
12/4/2018,20.496
12/5/2018,.
12/6/2018,20.422
12/7/2018,20.285
12/10/2018,20.3783
12/11/2018,20.2885
12/12/2018,20.1345
12/13/2018,20.2545
12/14/2018,20.2955
12/17/2018,20.1165
12/18/2018,20.1255
12/19/2018,20.026
12/20/2018,19.9275
12/21/2018,19.9275
12/24/2018,.
12/25/2018,.
12/26/2018,19.8836
12/27/2018,19.663
12/28/2018,19.6535
12/31/2018,19.635
1/1/2019,.
1/2/2019,19.6065
1/3/2019,19.6095
1/4/2019,19.44
1/7/2019,19.314
1/8/2019,19.355
1/9/2019,19.231
1/10/2019,19.16
1/11/2019,19.12
1/14/2019,.
1/15/2019,19.0555
1/16/2019,18.97
1/17/2019,19.0535
1/18/2019,19.113
1/21/2019,.
1/22/2019,19.1375
1/23/2019,19.087
1/24/2019,18.986
1/25/2019,18.9275
1/28/2019,19.0405
1/29/2019,18.985
1/30/2019,19.1635
1/31/2019,19.0525
2/1/2019,19.1275
2/4/2019,19.0405
2/5/2019,19.083
2/6/2019,19.1075
2/7/2019,19.11
2/8/2019,19.106
2/11/2019,19.282
2/12/2019,19.2455
2/13/2019,19.405
2/14/2019,19.3485
2/15/2019,19.336
2/18/2019,.
2/19/2019,19.1855
2/20/2019,.
2/21/2019,19.2835
2/22/2019,19.131
2/25/2019,19.094
2/26/2019,19.155
2/27/2019,19.2095
2/28/2019,19.265
3/1/2019,19.3065
3/4/2019,19.3
3/5/2019,19.275
3/6/2019,19.3815
3/7/2019,19.5795
3/8/2019,19.4835
3/11/2019,19.4275
3/12/2019,19.3005
3/13/2019,19.335
3/14/2019,19.3
3/15/2019,19.215
3/18/2019,19.113
3/19/2019,18.9925
3/20/2019,18.895
3/21/2019,18.855
3/22/2019,19.164
3/25/2019,18.995
3/26/2019,19.1035
3/27/2019,19.342
3/28/2019,19.3665
3/29/2019,19.398
4/1/2019,19.214
4/2/2019,19.2245
4/3/2019,19.1685
4/4/2019,19.1775
4/5/2019,19.0735
4/8/2019,18.9615
4/9/2019,18.905
4/10/2019,18.8285
4/11/2019,18.8525
4/12/2019,18.7555
4/15/2019,18.861
4/16/2019,18.962
4/17/2019,18.8405
4/18/2019,18.758
4/19/2019,18.7705
4/22/2019,18.837
4/23/2019,18.949
4/24/2019,19.01
4/25/2019,19.0965
4/26/2019,18.951
4/29/2019,19.0185
4/30/2019,18.9945
5/1/2019,18.8515
5/2/2019,19.126
5/3/2019,18.982
5/6/2019,18.9775
5/7/2019,19.0425
5/8/2019,19.07
5/9/2019,19.274
5/10/2019,19.1385
5/13/2019,19.1955
5/14/2019,19.1455
5/15/2019,19.061
5/16/2019,19.073
5/17/2019,19.1665
5/20/2019,19.1
5/21/2019,19.036
5/22/2019,18.983
5/23/2019,19.017
5/24/2019,19.062
5/27/2019,.
5/28/2019,19.1735
5/29/2019,19.225
5/30/2019,19.0895
5/31/2019,19.652
6/3/2019,19.768
6/4/2019,19.556
6/5/2019,19.551
6/6/2019,19.7198
6/7/2019,19.6675
6/10/2019,19.181
6/11/2019,19.1315
6/12/2019,19.153
6/13/2019,19.176
6/14/2019,19.13
6/17/2019,19.171
6/18/2019,19.1185
6/19/2019,19.167
6/20/2019,18.9905
6/21/2019,19.077
6/24/2019,19.181
6/25/2019,19.2205
6/26/2019,19.125
6/27/2019,19.163
6/28/2019,19.2089
7/1/2019,19.076
7/2/2019,19.079
7/3/2019,19.0435
7/4/2019,.
7/5/2019,19.032
7/8/2019,18.904
7/9/2019,18.894
7/10/2019,19.227
7/11/2019,19.0995
7/12/2019,19.0255
7/15/2019,18.97
7/16/2019,19.0855
7/17/2019,19.009
7/18/2019,19
7/19/2019,19.0145
7/22/2019,19.07
7/23/2019,19.1318
7/24/2019,19.09
7/25/2019,19.04
7/26/2019,19.069
7/29/2019,19.067
7/30/2019,19.075
7/31/2019,18.993
8/1/2019,19.17
8/2/2019,19.3115
8/5/2019,19.5545
8/6/2019,19.6125
8/7/2019,19.6825
8/8/2019,19.4935
8/9/2019,19.443
8/12/2019,19.5525
8/13/2019,19.421
8/14/2019,19.6323
8/15/2019,19.6335
8/16/2019,19.557
8/19/2019,19.811
8/20/2019,19.7565
8/21/2019,19.6652
8/22/2019,19.74
8/23/2019,19.8645
8/26/2019,19.9175
8/27/2019,20.0055
8/28/2019,20.012
8/29/2019,20.1185
8/30/2019,20.0674
9/2/2019,.
9/3/2019,19.992
9/4/2019,19.779
9/5/2019,19.6935
9/6/2019,19.5575
9/9/2019,19.5365
9/10/2019,19.5005
9/11/2019,19.55
9/12/2019,19.421
9/13/2019,19.3555
9/16/2019,19.428
9/17/2019,19.417
9/18/2019,19.348
9/19/2019,19.405
9/20/2019,19.44
9/23/2019,19.442
9/24/2019,19.4485
9/25/2019,19.56
9/26/2019,19.6435
9/27/2019,19.681
9/30/2019,19.742
10/1/2019,19.7755
10/2/2019,19.776
10/3/2019,19.6985
10/4/2019,19.5385
10/7/2019,19.55
10/8/2019,19.582
10/9/2019,19.575
10/10/2019,19.4575
10/11/2019,19.3316
10/14/2019,.
10/15/2019,19.248
10/16/2019,19.199
10/17/2019,19.155
10/18/2019,19.141
10/21/2019,19.146
10/22/2019,19.1
10/23/2019,19.113
10/24/2019,19.101
10/25/2019,19.049
10/28/2019,19.046
10/29/2019,19.101
10/30/2019,19.167
10/31/2019,19.174
11/1/2019,19.099
11/4/2019,19.166
11/5/2019,19.219
11/6/2019,19.2
11/7/2019,19.128
11/8/2019,19.108
11/11/2019,.
11/12/2019,19.27
11/13/2019,19.426
11/14/2019,19.44
11/15/2019,19.205
11/18/2019,19.253
11/19/2019,19.342
11/20/2019,19.48
11/21/2019,19.422
11/22/2019,19.402
11/25/2019,19.462
11/26/2019,19.493
11/27/2019,19.537
11/28/2019,.
11/29/2019,19.543
12/2/2019,19.567
12/3/2019,19.555
12/4/2019,19.482
12/5/2019,19.364
12/6/2019,19.331
12/9/2019,19.229
12/10/2019,19.214
12/11/2019,19.178
12/12/2019,19.089
12/13/2019,19.066
12/16/2019,18.981
12/17/2019,18.91
12/18/2019,18.958
12/19/2019,18.941
12/20/2019,18.914
12/23/2019,18.931
12/24/2019,18.955
12/25/2019,.
12/26/2019,18.944
12/27/2019,18.819
12/30/2019,18.863
12/31/2019,18.86
1/1/2020,.
1/2/2020,18.889
1/3/2020,18.865
1/6/2020,18.821
1/7/2020,18.876
1/8/2020,18.773
1/9/2020,18.83
1/10/2020,18.768
1/13/2020,18.82
1/14/2020,18.804
1/15/2020,18.81
1/16/2020,18.777
1/17/2020,18.728
1/20/2020,.
1/21/2020,18.702
1/22/2020,18.693
1/23/2020,18.833
1/24/2020,18.845
1/27/2020,18.9599
1/28/2020,18.78
1/29/2020,18.6762
1/30/2020,18.799
1/31/2020,18.89
2/3/2020,18.79
2/4/2020,18.676
2/5/2020,18.62
2/6/2020,18.67
2/7/2020,18.755
2/10/2020,18.767
2/11/2020,18.694
2/12/2020,18.627
2/13/2020,18.642
2/14/2020,18.57
2/17/2020,.
2/18/2020,18.589
2/19/2020,18.588
2/20/2020,18.82
2/21/2020,18.813
2/24/2020,19.089
2/25/2020,19.054
2/26/2020,19.163
2/27/2020,19.347
2/28/2020,19.73
3/2/2020,19.583
3/3/2020,19.33
3/4/2020,19.533
3/5/2020,19.825
3/6/2020,20.171
3/9/2020,20.926
3/10/2020,21.051
3/11/2020,21.205
3/12/2020,22.326
3/13/2020,21.885
3/16/2020,22.613
3/17/2020,23.14
3/18/2020,23.72
3/19/2020,24.087
3/20/2020,24.026
3/23/2020,25.127
3/24/2020,25.132
3/25/2020,24.395
3/26/2020,23.13
3/27/2020,23.41
3/30/2020,24.265
3/31/2020,23.448
4/1/2020,24.453
4/2/2020,24.034
4/3/2020,24.69
4/6/2020,24.628
4/7/2020,24.035
4/8/2020,24.039
4/9/2020,23.625
4/10/2020,23.42
4/13/2020,23.723
4/14/2020,23.599
4/15/2020,24.064
4/16/2020,24.124
4/17/2020,23.831
4/20/2020,24.037
4/21/2020,24.433
4/22/2020,24.585
4/23/2020,24.682
4/24/2020,24.8225
4/27/2020,24.832
4/28/2020,24.394
4/29/2020,23.927
4/30/2020,23.979
5/1/2020,24.8066
5/4/2020,24.3853
5/5/2020,23.7938
5/6/2020,24.295
5/7/2020,23.961
5/8/2020,23.619
5/11/2020,23.913
5/12/2020,24.037
5/13/2020,24.311
5/14/2020,24.172
5/15/2020,24.0493
5/18/2020,23.59
5/19/2020,23.614
5/20/2020,23.215
5/21/2020,22.924
5/22/2020,22.738
5/25/2020,.
5/26/2020,22.336
5/27/2020,22.358
5/28/2020,22.191
5/29/2020,22.17
6/1/2020,21.991
6/2/2020,21.722
6/3/2020,21.635
6/4/2020,21.851
6/5/2020,21.545
6/8/2020,21.638
6/9/2020,21.728
6/10/2020,21.941
6/11/2020,22.521
6/12/2020,22.298
6/15/2020,22.521
6/16/2020,22.175
6/17/2020,22.368
6/18/2020,22.669
6/19/2020,22.61
6/22/2020,22.457
6/23/2020,22.389
6/24/2020,22.7116
6/25/2020,22.83
6/26/2020,22.946
6/29/2020,23.123
6/30/2020,23.0821
7/1/2020,22.823
7/2/2020,22.52
7/3/2020,.
7/6/2020,22.275
7/7/2020,22.636
7/8/2020,22.855
7/9/2020,22.702
7/10/2020,22.507
7/13/2020,22.432
7/14/2020,22.592
7/15/2020,22.371
7/16/2020,22.288
7/17/2020,22.48
7/20/2020,22.58
7/21/2020,22.319
7/22/2020,22.256
7/23/2020,22.314
7/24/2020,22.363
7/27/2020,22.013
7/28/2020,21.957
7/29/2020,22.003
7/30/2020,22.183
7/31/2020,22.226
8/3/2020,22.574
8/4/2020,22.746
8/5/2020,22.423
8/6/2020,22.359
8/7/2020,22.483
8/10/2020,22.493
8/11/2020,22.338
8/12/2020,22.318
8/13/2020,22.28
8/14/2020,22.019
8/17/2020,22.042
8/18/2020,22.18
8/19/2020,22.046
8/20/2020,22.148
8/21/2020,22.042
8/24/2020,21.974
8/25/2020,21.961
8/26/2020,21.945
8/27/2020,22.115
8/28/2020,21.87
8/31/2020,21.88
9/1/2020,21.751
9/2/2020,21.832
9/3/2020,21.663
9/4/2020,21.595
9/7/2020,.
9/8/2020,21.732
9/9/2020,21.52
9/10/2020,21.285
9/11/2020,21.327
9/14/2020,21.123
9/15/2020,21.055
9/16/2020,21.05
9/17/2020,20.993
9/18/2020,20.949
9/21/2020,21.516
9/22/2020,21.585
9/23/2020,22.116
9/24/2020,22.28
9/25/2020,22.451
9/28/2020,22.507
9/29/2020,22.466
9/30/2020,22.091
10/1/2020,21.976
10/2/2020,21.72
10/5/2020,21.4301
10/6/2020,21.521
10/7/2020,21.533
10/8/2020,21.416
10/9/2020,21.153
10/12/2020,.
10/13/2020,21.392
10/14/2020,21.346
10/15/2020,21.394
10/16/2020,21.174
10/19/2020,21.1369
10/20/2020,21.065
10/21/2020,21.0896
10/22/2020,21.026
10/23/2020,20.8961
10/26/2020,20.958
10/27/2020,20.867
10/28/2020,21.152
10/29/2020,21.367
10/30/2020,21.276
11/2/2020,21.457
11/3/2020,21.156
11/4/2020,20.936
11/5/2020,20.834
11/6/2020,20.63
11/9/2020,20.4
11/10/2020,20.433
11/11/2020,.
11/12/2020,20.517
11/13/2020,20.45
11/16/2020,20.302
11/17/2020,20.306
11/18/2020,20.246
11/19/2020,20.183
11/20/2020,20.083
11/23/2020,20.109
11/24/2020,20.012
11/25/2020,20.015
11/26/2020,.
11/27/2020,.
11/30/2020,20.15
12/1/2020,20.047
12/2/2020,20.047
12/3/2020,19.887
12/4/2020,19.744
12/7/2020,19.81
12/8/2020,19.715
12/9/2020,19.852
12/10/2020,19.987
12/11/2020,20.093
12/14/2020,20.218
12/15/2020,20.083
12/16/2020,19.95
12/17/2020,19.788
12/18/2020,19.9813
12/21/2020,20.04
12/22/2020,20.054
12/23/2020,20.08
12/24/2020,.
12/25/2020,.
12/28/2020,20.061
12/29/2020,19.905
12/30/2020,19.934
12/31/2020,19.892
1/1/2021,.
1/4/2021,19.938
1/5/2021,19.92
1/6/2021,19.713
1/7/2021,19.928
1/8/2021,19.941
1/11/2021,20.076
1/12/2021,19.927
1/13/2021,19.788
1/14/2021,19.723
1/15/2021,19.747
1/18/2021,.
1/19/2021,19.6642
1/20/2021,.
1/21/2021,19.727
1/22/2021,19.925
1/25/2021,20.14
1/26/2021,20.08
1/27/2021,20.22
1/28/2021,20.23
1/29/2021,20.255
2/1/2021,20.356
2/2/2021,20.151
2/3/2021,20.217
2/4/2021,20.457
2/5/2021,20.13
2/8/2021,20.112
2/9/2021,20.097
2/10/2021,20.05
2/11/2021,19.96
2/12/2021,19.93
2/15/2021,.
2/16/2021,20.218
2/17/2021,20.186
2/18/2021,20.436
2/19/2021,20.4
2/22/2021,20.672
2/23/2021,20.604
2/24/2021,20.46
2/25/2021,20.891
2/26/2021,20.935
3/1/2021,20.607
3/2/2021,20.624
3/3/2021,20.9203
3/4/2021,20.8206
3/5/2021,21.277
3/8/2021,21.45
3/9/2021,21.258
3/10/2021,20.95
3/11/2021,20.696
3/12/2021,20.7411
3/15/2021,20.742
3/16/2021,20.567
3/17/2021,20.672
3/18/2021,20.44
3/19/2021,20.4971
3/22/2021,20.588
3/23/2021,20.629
3/24/2021,20.793
3/25/2021,20.783
3/26/2021,20.573
3/29/2021,20.585
3/30/2021,20.597
3/31/2021,20.441
4/1/2021,20.3358
4/2/2021,20.305
4/5/2021,20.242
4/6/2021,20.141
4/7/2021,20.18
4/8/2021,20.09
4/9/2021,20.162
4/12/2021,20.101
4/13/2021,20.052
4/14/2021,20.058
4/15/2021,19.918
4/16/2021,19.912
4/19/2021,19.811
4/20/2021,19.872
4/21/2021,19.884
4/22/2021,19.874
4/23/2021,19.852
4/26/2021,19.843
4/27/2021,19.974
4/28/2021,19.942
4/29/2021,20.109
4/30/2021,20.169
5/3/2021,20.2
5/4/2021,20.256
5/5/2021,20.216
5/6/2021,20.177
5/7/2021,19.901
5/10/2021,19.87
5/11/2021,19.855
5/12/2021,20.116
5/13/2021,20.046
5/14/2021,19.86
5/17/2021,19.8
5/18/2021,19.828
5/19/2021,19.8
5/20/2021,19.877
5/21/2021,19.94
5/24/2021,19.863
5/25/2021,19.888
5/26/2021,19.894
5/27/2021,19.97
5/28/2021,19.93
5/31/2021,.
6/1/2021,19.897
6/2/2021,19.895
6/3/2021,20.065
6/4/2021,19.927
6/7/2021,19.78
6/8/2021,19.772
6/9/2021,19.686
6/10/2021,19.675
6/11/2021,19.961
6/14/2021,19.915
6/15/2021,20.169
6/16/2021,20.044
6/17/2021,20.468
6/18/2021,20.671
6/21/2021,20.597
6/22/2021,20.583
6/23/2021,20.26
6/24/2021,20.044
6/25/2021,19.793
6/28/2021,19.78
6/29/2021,19.802
6/30/2021,19.906
7/1/2021,19.987
7/2/2021,19.844
7/5/2021,.
7/6/2021,19.984
7/7/2021,19.987
7/8/2021,19.965
7/9/2021,19.881
7/12/2021,19.844
7/13/2021,19.991
7/14/2021,19.892
7/15/2021,19.928
7/16/2021,19.838
7/19/2021,20
7/20/2021,20.147
7/21/2021,20.153
7/22/2021,20.1934
7/23/2021,20.03
7/26/2021,20.01
7/27/2021,19.975
7/28/2021,19.941
7/29/2021,19.859
7/30/2021,19.846
8/2/2021,19.856
8/3/2021,19.896
8/4/2021,19.969
8/5/2021,19.9252
8/6/2021,20.018
8/9/2021,20.067
8/10/2021,20.086
8/11/2021,19.956
8/12/2021,19.891
8/13/2021,19.862
8/16/2021,19.885
8/17/2021,19.983
8/18/2021,20.011
8/19/2021,20.111
8/20/2021,20.425
8/23/2021,20.364
8/24/2021,20.318
8/25/2021,20.266
8/26/2021,20.357
8/27/2021,20.202
8/30/2021,20.127
8/31/2021,20.074
9/1/2021,19.964
9/2/2021,19.967
9/3/2021,19.889
9/6/2021,.
9/7/2021,19.944
9/8/2021,19.937
9/9/2021,19.93
9/10/2021,19.864
9/13/2021,19.868
9/14/2021,19.898
9/15/2021,19.898
9/16/2021,19.937
9/17/2021,19.9841
9/20/2021,20.161
9/21/2021,20.117
9/22/2021,20.013
9/23/2021,20.025
9/24/2021,20.094
9/27/2021,20.0935
9/28/2021,20.331
9/29/2021,20.491
9/30/2021,20.562
10/1/2021,20.491
10/4/2021,20.534
10/5/2021,20.562
10/6/2021,20.646
10/7/2021,20.593
10/8/2021,20.746
10/11/2021,.
10/12/2021,20.768
10/13/2021,20.648
10/14/2021,20.592
10/15/2021,20.452
10/18/2021,20.316
10/19/2021,20.267
10/20/2021,20.169
10/21/2021,20.269
10/22/2021,20.212
10/25/2021,20.211
10/26/2021,20.219
10/27/2021,20.22
10/28/2021,20.332
10/29/2021,20.551
11/1/2021,20.851
11/2/2021,20.75
11/3/2021,20.827
11/4/2021,20.629
11/5/2021,20.425
11/8/2021,20.336
11/9/2021,20.28
11/10/2021,20.468
11/11/2021,.
11/12/2021,20.519
11/15/2021,20.627
11/16/2021,20.823
11/17/2021,20.691
11/18/2021,20.727
11/19/2021,20.799
11/22/2021,20.972
11/23/2021,21.239
11/24/2021,21.397
11/25/2021,.
11/26/2021,21.853
11/29/2021,21.73
11/30/2021,21.453
12/1/2021,21.305
12/2/2021,21.309
12/3/2021,21.439
12/6/2021,21.222
12/7/2021,21.047
12/8/2021,20.959
12/9/2021,21.012
12/10/2021,20.873
12/13/2021,20.954
12/14/2021,21.198
12/15/2021,21.23
12/16/2021,20.872
12/17/2021,20.731
12/20/2021,20.738
12/21/2021,20.806
12/22/2021,20.749
12/23/2021,20.648
12/24/2021,.
12/27/2021,20.676
12/28/2021,20.581
12/29/2021,20.583
12/30/2021,20.514
12/31/2021,.
1/3/2022,20.57
1/4/2022,20.501
1/5/2022,20.439
1/6/2022,20.435
1/7/2022,20.397
1/10/2022,20.455
1/11/2022,20.353
1/12/2022,20.367
1/13/2022,20.36
1/14/2022,20.316
1/17/2022,.
1/18/2022,20.378
1/19/2022,20.47
1/20/2022,20.423
1/21/2022,20.468
1/24/2022,20.659
1/25/2022,20.677
1/26/2022,20.648
1/27/2022,20.76
1/28/2022,20.834
1/31/2022,20.637
2/1/2022,20.569
2/2/2022,20.5898
2/3/2022,20.554
2/4/2022,20.718
2/7/2022,20.644
2/8/2022,20.636
2/9/2022,20.5
2/10/2022,20.433
2/11/2022,20.406
2/14/2022,20.402
2/15/2022,20.363
2/16/2022,20.312
2/17/2022,20.285
2/18/2022,20.299
2/21/2022,.
2/22/2022,20.282
2/23/2022,20.245
2/24/2022,20.643
2/25/2022,20.415
2/28/2022,20.403
3/1/2022,20.579
3/2/2022,20.619
3/3/2022,20.714
3/4/2022,20.936
3/7/2022,21.236
3/8/2022,21.396
3/9/2022,20.952
3/10/2022,20.974
3/11/2022,20.964
3/14/2022,20.906
3/15/2022,20.885
3/16/2022,20.728
3/17/2022,20.551
3/18/2022,20.404
3/21/2022,20.286
3/22/2022,20.265
3/23/2022,20.17
3/24/2022,20.12
3/25/2022,19.94
3/28/2022,20.14
3/29/2022,20.012
3/30/2022,19.833
3/31/2022,19.911
4/1/2022,19.837
4/4/2022,19.745
4/5/2022,19.932
4/6/2022,20.045
4/7/2022,20.16
4/8/2022,20.077
4/11/2022,20.01
4/12/2022,19.841
4/13/2022,19.802
4/14/2022,19.99
4/15/2022,19.953
4/18/2022,19.9311
4/19/2022,20.05
4/20/2022,19.999
4/21/2022,20.165
4/22/2022,20.312
4/25/2022,20.256
4/26/2022,20.434
4/27/2022,20.448
4/28/2022,20.561
4/29/2022,20.359
5/2/2022,20.431
5/3/2022,20.346
5/4/2022,20.226
5/5/2022,20.291
5/6/2022,20.111
5/9/2022,20.302
5/10/2022,20.403
5/11/2022,20.254
5/12/2022,20.306
5/13/2022,20.127
5/16/2022,20.057
5/17/2022,19.973
5/18/2022,19.993
5/19/2022,19.925
5/20/2022,19.863
5/23/2022,19.828
5/24/2022,19.879
5/25/2022,19.837
5/26/2022,19.801
5/27/2022,19.575
5/30/2022,.
5/31/2022,19.68
6/1/2022,19.75
6/2/2022,19.555
6/3/2022,19.601
6/6/2022,19.594
6/7/2022,19.601
6/8/2022,19.57
6/9/2022,19.612
6/10/2022,19.914
6/13/2022,20.411
6/14/2022,20.671
6/15/2022,20.661
6/16/2022,20.541
6/17/2022,20.429
6/20/2022,.
6/21/2022,20.195
6/22/2022,20.047
6/23/2022,20.012
6/24/2022,19.906
6/27/2022,19.879
6/28/2022,19.983
6/29/2022,20.163
6/30/2022,20.118
7/1/2022,20.318
7/4/2022,.
7/5/2022,20.551
7/6/2022,20.694
7/7/2022,20.599
7/8/2022,20.444
7/11/2022,20.735
7/12/2022,20.749
7/13/2022,20.725
7/14/2022,20.858
7/15/2022,20.578
7/18/2022,20.389
7/19/2022,20.464
7/20/2022,20.469
7/21/2022,20.663
7/22/2022,20.502
7/25/2022,20.464
7/26/2022,20.472
7/27/2022,20.507
7/28/2022,20.383
7/29/2022,20.363
8/1/2022,20.251
8/2/2022,20.52
8/3/2022,20.553
8/4/2022,20.328
8/5/2022,20.394
8/8/2022,20.2912
8/9/2022,20.281
8/10/2022,19.964
8/11/2022,19.922
8/12/2022,19.869
8/15/2022,19.84
8/16/2022,19.918
8/17/2022,20.067
8/18/2022,20.085
8/19/2022,20.186
8/22/2022,20.163
8/23/2022,20.017
8/24/2022,19.896
8/25/2022,19.944
8/26/2022,19.913
8/29/2022,20.015
8/30/2022,20.095
8/31/2022,20.086
9/1/2022,20.22
9/2/2022,19.927
9/5/2022,.
9/6/2022,20.109
9/7/2022,20.026
9/8/2022,19.985
9/9/2022,19.887
9/12/2022,19.8
9/13/2022,20.066
9/14/2022,19.953
9/15/2022,20.067
9/16/2022,20.017
9/19/2022,20
9/20/2022,19.995
9/21/2022,19.995
9/22/2022,19.964
9/23/2022,20.176
9/26/2022,20.373
9/27/2022,20.316
9/28/2022,20.305
9/29/2022,20.15
9/30/2022,20.115
10/3/2022,20.033
10/4/2022,19.97
10/5/2022,20.107
10/6/2022,20.111
10/7/2022,20.03
10/10/2022,.
10/11/2022,19.947
10/12/2022,20.025
10/13/2022,19.992
10/14/2022,20.068
10/17/2022,19.978
10/18/2022,20.04
10/19/2022,20.126
10/20/2022,20.031
10/21/2022,19.898
10/24/2022,19.945
10/25/2022,19.867
10/26/2022,19.866
10/27/2022,19.838
10/28/2022,19.824
10/31/2022,19.848
11/1/2022,19.735
11/2/2022,19.665
11/3/2022,19.675
11/4/2022,19.532
11/7/2022,19.467
11/8/2022,19.464
11/9/2022,19.571
11/10/2022,19.37
11/11/2022,.
11/14/2022,19.392
11/15/2022,19.381
11/16/2022,19.314
11/17/2022,19.44
11/18/2022,19.487
11/21/2022,19.542
11/22/2022,19.451
11/23/2022,19.373
11/24/2022,.
11/25/2022,19.333
11/28/2022,19.308
11/29/2022,19.22
11/30/2022,19.366
12/1/2022,19.15
12/2/2022,19.342
12/5/2022,19.76
12/6/2022,19.845
12/7/2022,19.702
12/8/2022,19.673
12/9/2022,19.797
12/12/2022,19.821
12/13/2022,19.641
12/14/2022,19.698
12/15/2022,19.786
12/16/2022,19.787
12/19/2022,19.726
12/20/2022,19.795
12/21/2022,19.715
12/22/2022,19.592
12/23/2022,19.43
12/26/2022,.
12/27/2022,19.4
12/28/2022,19.398
12/29/2022,19.357
12/30/2022,19.496
1/2/2023,.
1/3/2023,19.421
1/4/2023,19.33
1/5/2023,19.375
1/6/2023,19.172
1/9/2023,19.176
1/10/2023,19.105
1/11/2023,19.018
1/12/2023,18.875
1/13/2023,18.785
1/16/2023,.
1/17/2023,18.74
1/18/2023,18.748
1/19/2023,19.066
1/20/2023,18.912
1/23/2023,18.824
1/24/2023,18.841
1/25/2023,18.844
1/26/2023,18.836
1/27/2023,18.773
1/30/2023,18.77
1/31/2023,18.798
2/1/2023,18.708
2/2/2023,18.618
2/3/2023,18.883
2/6/2023,19.21
2/7/2023,19.03
2/8/2023,18.957
2/9/2023,18.959
2/10/2023,18.708
2/13/2023,18.626
2/14/2023,18.541
2/15/2023,18.601
2/16/2023,18.513
2/17/2023,18.416
2/20/2023,.
2/21/2023,18.392
2/22/2023,18.35
2/23/2023,18.435
2/24/2023,18.399
2/27/2023,18.408
2/28/2023,18.345
3/1/2023,18.095
3/2/2023,18.112
3/3/2023,18.013
